_id,validated,venue_name,venue_type,venue_address,website,events,etc,menu,venue_notes,phone,email,homemade_pierogies,take_out,alcohol,lunch,handicap,publish,id,latitude,longitude
133,True,American Legion Post 868,,"1100 Wildlife Lodge Rd., Lower Burrell, PA",,"Wednesday Mar 1 from 3:00 PM to 7:00 PM, Friday Apr 7 from 11:00 AM to 7:00 PM, Friday Mar 31 from 11:00 AM to 7:00 PM, Friday Mar 24 from 11:00 AM to 7:00 PM, Friday Mar 10 from 11:00 AM to 7:00 PM, Friday Mar 3 from 11:00 AM to 7:00 PM, Friday Apr 14 from 11:00 AM to 7:00 PM",,Hand-battered Icelandic cod on a fresh baked bun with fresh cut fries and homemade coleslaw- $9.00; Jumbo golden breaded butterfly shrimp basket with fresh cut fries and homemade coleslaw- $9.50; Pierogies with butter- 3 for $1.75; Mac and cheese -$1.25,,,,,,,True,,True,88,40.583376,-79.710824
134,True,"Our Lady of the Valley, Donora",Church,"1 Park Manor Rd. Donora, PA",,,"Ash Wednesday and Fridays of Lent, including Good Friday, 11:30 a.m.-6 p.m. (3-6 p.m. Good Friday)","Dinners include choice of baked or fried monster fish, breaded jumbo shrimp or crab cake dinner, with choice of french fries or pierogies, cole slaw, coffee/lemonade and dessert, for $12.75. Also, baked or fried monster fish sandwich with cole slaw is $9.75, and shrimp in a basket with cole slaw is $9.75. A la carte menu includes french fries, pierogies, haluski, cole slaw, pasta fagioli with bread and more.",,724-379-7559,,,True,False,True,,True,24,40.180659,-79.861272
135,True,Gabby Inn,Restaurant,"1488 Park Avenue, Washington, PA 15301",,"Friday Mar 24 from 7:00 AM to 11:45 PM, Friday Mar 10 from 7:00 AM to 11:45 PM, Friday Apr 7 from 7:00 AM to 11:45 PM, Friday Mar 3 from 7:00 AM to 11:45 PM, Friday Apr 14 from 7:00 AM to 11:45 PM, Friday Mar 31 from 7:00 AM to 11:45 PM, Friday Mar 17 from 7:00 AM to 11:45 PM",,,,724-222-1430,,,,True,,,True,261,40.12535,-79.846948
136,True,Beechies Place,Restaurant,"400 West Pike St Meadow Lands, PA 15347",http://www.beechiesplace.com,Friday Mar 3 from 12:00 AM to 11:45 PM,,They will have a special Lenten menu Friday during Lent.,,724-222-7079,,,True,True,True,,True,260,40.218096,-80.221588
137,True,"St. John the Baptist, Plum",Church,"444 St John St, Plum, PA 15239",http://www.stjohnthebaptistparish.net/,"Friday Mar 24 from 4:00 PM to 7:00 PM, Friday Mar 31 from 4:00 PM to 7:00 PM, Friday Mar 17 from 4:00 PM to 7:00 PM, Friday Mar 3 from 4:00 PM to 7:00 PM, Friday Apr 7 from 4:00 PM to 7:00 PM, Friday Mar 10 from 4:00 PM to 7:00 PM",,,In school cafeteria.,412-793-0555,,True,,,,,True,262,40.502991,-79.743988
138,True,"Our Lady of Joy, Holiday Park",Church,"2000 O'Block Road Holiday Park, PA",http://www.ourladyofjoy.org,"Friday Mar 3 from 4:00 PM to 7:00 PM, Friday Mar 10 from 4:00 PM to 7:00 PM, Friday Mar 17 from 4:00 PM to 7:00 PM, Friday Apr 7 from 4:00 PM to 7:00 PM, Friday Mar 31 from 4:00 PM to 7:00 PM, Friday Mar 24 from 4:00 PM to 7:00 PM, Wednesday Mar 1 from 4:00 PM to 7:00 PM, Friday Apr 14 from 4:00 PM to 7:00 PM","Ash Wednesday and Fridays of Lent, including Good Friday, 4-7 p.m","Fried or baked cod sandwich, $7; fried or baked cod a la carte, $7; haluski, $3; grilled cheese, $2; macaroni and cheese, $1;  cole slaw, $1; french fries, $1",The Fish Fry is in Father Marchukanis Hall.,412-795-3388,,,,,,,True,22,40.480007,-79.719563
139,True,"SS. Simon and Jude, Scott Township",Church,"1607 Greentree Road Scott Township, PA",http://ssjpittsburgh.org/wp-content/uploads/2017/02/fishfry-flyer.pdf,"Friday Apr 7 from 4:00 PM to 7:00 PM, Friday Mar 10 from 4:00 PM to 7:00 PM, Friday Mar 31 from 4:00 PM to 7:00 PM, Friday Mar 24 from 4:00 PM to 7:00 PM, Friday Mar 3 from 4:00 PM to 7:00 PM, Friday Mar 17 from 4:00 PM to 7:00 PM","The SSJ Fish Fry is back again this year. The event is known locally for serving homemade fresh quality food with generous portions and at great prices! Open on Ash Wednesday and Fridays of Lent from 4PM to 7PM excluding Good Friday. Held in the spacious Parish Life Center gymnasium, 1607 Greentree Road.","Extensive menu includes: fried fish dinner, $8.50; baked fish dinner, $8.50; crab cake dinner, $8.50; shrimp dinner, $8.50 fried fish sandwich, $6.75; baked fish sandwich $6.75; crab cakes, $6.50; shrimp, $6.50; Homemade items are cabbage and noodles; macaroni and cheese, perogies, and baked goods. Other menu items: Pizza, French fries, with and without cheese; fried provolone sticks; fried onion rings; cole slaw; zucchini planks; soup; lobster bisque and more. Also featuring special kids meal for $4.50.",,412-563-1353,,,,,,,True,30,40.39991,-80.063222
140,True,Manor Volunteer Fire Department,Fire Department,"44 Main St, Manor, PA 15665",http://manorvfd.org/news.html?view=1&id=76869,"Friday Mar 17 from 4:00 PM to 7:00 PM, Friday Apr 7 from 4:00 PM to 7:00 PM, Friday Mar 24 from 4:00 PM to 7:00 PM, Friday Mar 10 from 4:00 PM to 7:00 PM, Friday Mar 31 from 4:00 PM to 7:00 PM, Friday Apr 14 from 3:00 PM to 7:00 PM, Friday Mar 3 from 4:00 PM to 7:00 PM",,http://manorvfd.org/news.html?view=1&id=76869,,,,,True,,,,True,94,40.332919,-79.668822
141,True,St. Sava,Church,"901 Hartman, Mckeesport, PA",,"Friday Mar 31 from 12:00 PM to 6:00 PM, Friday Mar 10 from 12:00 PM to 6:00 PM, Friday Apr 7 from 12:00 PM to 6:00 PM, Friday Mar 24 from 12:00 PM to 6:00 PM, Friday Mar 3 from 12:00 PM to 6:00 PM, Friday Mar 17 from 12:00 PM to 6:00 PM",,http://www.stsavapa.org/files/Bulletins/St-Sava-Fish-Fry--Menu-2017.pdf,,412 -664-0820,,,True,,,,True,105,40.350403,-79.83401
142,True,St. Kilian (Cranberry),Church,"7076 Franklin Road, Cranberry Township, PA 16066",http://www.saintkilian.org/fishfry/,,"Fridays of Lent except Good Friday, 4-8 pm",,,,,,,,False,,True,278,40.683618,-80.07463
143,True,Nox's Tavern and Grill,Restaurant,"720 Blaw Ave Pittsburgh, Pennsylvania",,,,Fish platter (fish and slaw and chips): $10. Allegheny River Roll $11. Asian Shrimp skewer salad $11. Pierogies from locally owned Cop Out Pierogies. Homemade mac n cheese.,,,,,,True,True,,True,106,40.492498,-79.862612
144,True,"Holy Sepulcher, Glade Mills",Church,"1304 E. Cruikshank Road Glade Mills, PA",https://www.holysepulcher.org/uploads/media/2017_Fish_Dinner_Flyer_for_Bulletin.pdf,"Friday Mar 3 from 4:30 PM to 7:00 PM, Friday Apr 7 from 4:30 PM to 7:00 PM, Friday Mar 10 from 4:30 PM to 7:00 PM, Friday Mar 31 from 4:30 PM to 7:00 PM, Friday Mar 17 from 4:30 PM to 7:00 PM, Friday Apr 14 from 4:30 PM to 7:00 PM, Friday Mar 24 from 4:30 PM to 7:00 PM","Lenten Fish Fry every Friday from 4:30-7:00 during Lent, including Good Friday",See website,held in the school cafeteria,724-586-7610,hsc.office@zoominternet.net,False,,,False,,True,13,40.72973,-79.923069
145,True,Rupe's Roadhouse,Restaurant,"325 Camp Horne, Pittsburgh, PA 15202",http://www.roadhousech.com/home.html,Wednesday Mar 1 from 12:00 AM to 11:45 PM,Ash Wednesday and all Fridays of Lent,,,412-415-1087,,,,,,,True,275,40.51864,-80.090051
146,False,Paintertown VFC,,"1010 tray rd north huntington, pa",,,,,,,,,,,,,False,126,40.357222,-79.703751
147,False,Muse Italian Club,,"283 Muse-Bishop Road, Muse, PA",,,,,,,,,,,,,False,116,40.297357,-80.203134
148,False,Lloydsville VFD,,"208 Dickens Street, Latrobe, PA 15650",,,,,,,,,,,,,False,130,40.314658,-79.401643
149,False,Highland Hose Volunteer Fire Company,,"401 East 8th Avenue, Tarentum, PA",,,,,,,,,,,,,False,73,40.604556,-79.753166
150,False,Kiski Township Fire Department #1,,"1263 Old State Road Apollo, Pa. 15613",,,,,,,,,,,,,False,17,40.587396,-79.526314
151,False,Doublewide Grill (South Side),,"2339 East Carson Street, Pittsburgh, PA",,,,,,,,,,,,,False,84,40.428513,-79.971327
152,False,Elwood's Pub,,"163 Little Deer Creek Rd., Rural Ridge, PA",,,,,,,,,,,,,False,82,40.589245,-79.827979
153,False,St. Boniface,Church,"359 Main Street, Kersey, PA",,,,,,,,,,,,,False,56,41.361494,-78.601931
154,False,"St. Norbert, Overbrook",Church,"2413 St. Norberts St. Pittsburgh, PA",,,,,,,,,,,,,False,42,40.382435,-79.994229
155,False,Our Lady of Lourdes,Church,"1109 Main St. Burgettstown, PA",,,,,,,,,,,,,False,2,40.373218,-80.389857
156,False,"Queen of the Rosary, Glassport",Church,"530 Michigan Ave. Glassport, PA",,,,,,,,,,,,,False,26,40.327075,-79.890492
157,False,Christ United Methodist Church,Church,"44 Highland Road Bethel Park, Pa. 15102",,,,,,,,,,,,,False,7,40.348504,-80.048385
158,False,"St. Joseph, Roscoe",Church,"105 Good St. Roscoe, PA",,,,,,,,,,,,,False,36,40.078953,-79.869383
159,True,Christ the Light of the World,Church,"32 S 1st St, Duquesne, PA 15110",www.christthelightoftheworld.org,Wednesday Mar 1 from 11:00 AM to 7:00 PM,"***ASH WEDNESDAY ONLY.***  Dine-in, takeout and local delivery available. Order by phone for pickup or delivery, 412-466-8960 on Tuesday Feb 28, from 11am - 4pm and Wednesday, March 1st.","Large code sandwich on a bun, $6.50; haluski, $2 each; macaroni and cheese, $2; french fries, $2; coleslaw, $1; homemade baked goods, $1; ice tea or soda, $1; coffee or tea, 50 cents.",Holy Name Church Hall (under church),412-466-8960,,,True,,True,,True,228,40.372447,-79.845755
160,True,Original Oyster House,Restaurant,"20 Market Square, Pittsburgh, PA 15222",http://originaloysterhousepittsburgh.com/,,,http://originaloysterhousepittsburgh.com/Menu,,412-566-7925  ,,,,True,True,,True,64,40.440974,-80.001995
161,True,"Transfiguration/St. Victor, Bairdford",Church,"527 Bairdford Road Bairdford, PA",http://www.stvictors.org/,"Friday Mar 24 from 12:00 PM to 7:00 PM, Friday Mar 17 from 12:00 PM to 7:00 PM, Friday Apr 14 from 12:00 PM to 7:00 PM, Friday Apr 7 from 12:00 PM to 7:00 PM, Friday Mar 31 from 12:00 PM to 7:00 PM, Friday Mar 3 from 12:00 PM to 7:00 PM, Friday Mar 10 from 12:00 PM to 7:00 PM",,https://uploads.weconnect.com/mce/a4c36ded9dbf60a5a9dceb0d0a1e3b17ac92f8cf/2017%20FF%20Menu.pdf,,724-265-4017,,,True,,True,,True,53,40.633742,-79.873401
162,True,St. Elizabeth Anne Seton,Church,"200 Leger Road North Huntingdon, PA",https://seasnh.org,"Friday Mar 31 from 4:00 PM to 7:00 PM, Friday Apr 7 from 4:00 PM to 7:00 PM, Friday Mar 24 from 4:00 PM to 7:00 PM, Friday Apr 14 from 3:00 PM to 7:00 PM, Friday Mar 17 from 4:00 PM to 7:00 PM, Friday Mar 3 from 4:00 PM to 7:00 PM, Friday Mar 10 from 4:00 PM to 7:00 PM",,https://stelizannsetonnhpa.files.wordpress.com/2014/01/fish-fry-menu-2017.pdf,Mack Hall,724-864-6364,,,True,,False,,True,133,40.347939,-79.761435
163,True,St. Bernadette (Monroeville),Church,"245 Azalea Drive, Monroeville, PA 15146",http://stbfestival.com/2017/fishfry/,,Fridays of Lent except Good Friday 4:30-7,See http://stbfestival.com/2017/fishfry/Menu%20Handout.pdf,Dinners Served in the Lourdes Center Dining Hall ,412-843-0668,,,True,,False,True,True,279,40.441257,-79.771866
164,True,Daisytown Community Center,Community Organization,"3 Main St, Daisytown, Pennsylvania 15427",https://www.facebook.com/events/223183358152585/,"Friday Mar 24 from 11:00 AM to 6:00 PM, Friday Mar 31 from 11:00 AM to 6:00 PM, Friday Apr 14 from 11:00 AM to 6:00 PM, Friday Mar 17 from 11:00 AM to 6:00 PM, Friday Apr 7 from 11:00 AM to 6:00 PM",Every Friday from 11am to 6pm starting March 17th to April 14th. ,"10 Fish Dinner- Includes 3 pieces of whiting fish, fries, coleslaw and dessert. 5 Sandwich with 2 pieces of fish, no sides. Drinks available for purchase. Dine in or take out",,Sonya Miller 724-518-0596 or Darra Owens 724-740-9055,,,True,,True,,True,263,40.055582,-79.937363
165,True,"Our Lady of the Miraculous Medal, Meadow Lands",Church,"300 Pike St, Meadow Lands, PA",http://miraculousmedalchurch.org/Fish-Fry-2017,"Friday Mar 24 from 11:00 AM to 7:00 PM, Friday Mar 10 from 11:00 AM to 7:00 PM, Wednesday Mar 1 from 11:00 AM to 7:00 PM, Friday Mar 17 from 11:00 AM to 7:00 PM, Friday Mar 3 from 11:00 AM to 7:00 PM, Friday Apr 7 from 11:00 AM to 7:00 PM, Friday Mar 31 from 11:00 AM to 7:00 PM","Ash Wednesday and Fridays of Lent, except Good Friday, 11 a.m.-7:30 p.m. Call 724-228-8575 for takeout. Online orders via website.","Menu features Panko breaded cod, deep-fried in heart healthy tri-fry oil that is cholesterol- and trans fat-free. Other healthier options include baked cod or salmon, Maine lobster rolls and tuna melts. Also featuring homemade crab cakes, jumbo shrimp, and cabbage and noodles. Back by popular demand is seafood pizza. Side orders include green beans, baked potatoes, french fries, cole slaw, and macaroni and cheese. Featuring breads from Breadworks and homemade desserts.",,724-222-1911,olmmfishfry@gmail.com,True,True,,True,,True,237,40.219197,-80.220646
166,True,Bell Township VFD,Fire Department,"207 Main Street, Salina, PA 15680",https://www.facebook.com/belltwpvfd,"Friday Mar 31 from 4:00 PM to 6:30 PM, Friday Apr 14 from 4:00 PM to 6:30 PM, Friday Mar 3 from 4:00 PM to 6:30 PM, Friday Apr 7 from 4:00 PM to 6:30 PM, Friday Mar 17 from 4:00 PM to 6:30 PM, Friday Mar 24 from 4:00 PM to 6:30 PM, Friday Mar 10 from 4:00 PM to 6:30 PM, Wednesday Mar 1 from 4:00 PM to 6:30 PM","4-6:30 PM, Ash Wednesday and Fridays of Lent",see website for menu,,,,,True,False,False,,True,157,40.521916,-79.499104
167,True,Coleman's Fish Market,Unsure / N/A,"2226 Market St, Wheeling, WV 26003",https://www.facebook.com/Colemans-Fish-Market-369493546495465/,,,,,,,,True,,True,,True,296,40.059102,-80.724067
168,False,Becker's Cafe,,315 Olivia Street McKees Rocks PA,,,,,,,,,,,,,False,166,40.474652,-80.057127
169,False,Cambria Suites - Reflect Bistro and Bar,,"451 Racetrack Road, Washington, PA 15301",,,,,,,,,,,,,False,173,40.221346,-80.208394
170,False,UPTown diner (LUNCH ONLY),,"4779 William Flynn Hwy Allison Park, PA 15101",,,,,,,,,,,,,False,156,40.59651,-79.948065
171,False,Shiloh Grill,,"123 Shiloh Street, Pittsburgh, PA",,,,,,,,,,,,,False,63,40.430918,-80.006991
172,False,PJ's Deli,,"Bower Hill at McLaughlin Run, Bridgeville, PA",,"Wednesday Mar 1 from 9:00 AM to 6:00 PM, Friday Apr 7 from 3:00 PM to 7:00 PM, Friday Mar 10 from 3:00 PM to 7:00 PM, Friday Apr 14 from 3:00 PM to 7:00 PM, Friday Mar 31 from 3:00 PM to 7:00 PM, Friday Mar 17 from 3:00 PM to 7:00 PM, Friday Mar 24 from 3:00 PM to 7:00 PM, Friday Mar 3 from 3:00 PM to 7:00 PM",,,,,,,,,,,False,70,40.35834,-80.105278
173,False,Doublewide Grill (Mars/Cranberry),,"100 Adams Shoppes, Cranberry, PA",,,,,,,,,,,,,False,86,40.687426,-80.056449
174,False,Coy's Store & Pizza Shop,,"1919 Route 422 Hwy E Penn Run, Pennsylvania 15765",,,,,,,,,,,,,False,135,40.572685,-78.963178
175,False,Labriola's Italian Market,,"121 Hulton Road Verona, Pa 15147",,,,,,,,,,,,,False,111,40.484477,-79.81999
176,False,Patterson Township Vol. Fire Co.,,"407 Darlington Rd, Beaver Falls, PA 15010",,,,,,,,,,,,,False,76,40.745071,-80.333821
177,False,Bioni-Yeckel VFW Post 8308,,"446 Georgetown Rd. Lawrence, Pa. 15055",,,,,,,,,,,,,False,1,40.305571,-80.126931
178,False,Greenock VFC,,"1002 Greenock Buena Vista Rd. Greenock, PA 15047",,,,,,,,,,,,,False,10,40.309443,-79.796407
179,False,My Sister's Bistro,,"7205 State Route 22 Greensburg, Pennsylvania",,,,,,,,,,,,,False,144,40.402715,-79.524097
180,False,St. Joseph Lucinda,Church,"112 Rectory Ln, Lucinda, PA 16235",,,,,,,,,,,,,False,59,41.310899,-79.365143
181,False,Eastern Area Prehospital Services,,"192 11th Street Turtle Creek, PA 15145",http://www.easternareaems.com/,,Cannot find any information on web.,,,,,,,,,,False,8,40.403679,-79.822413
182,False,McGinnis Sisters,,"3825 Saw Mill Run Blvd, Pittsburgh, PA 15227",,,,,,,,,,,,,False,121,40.369675,-79.982075
183,False,Fairmont-Hahntown VFD,,"890 Rose St, Irwin, PA 15642",,,,,,,,,,,,,False,93,40.3162,-79.722499
184,False,"St. John the Baptist Orthodox, East Pittsburgh",Church,"211 Cable Avenue, East Pittsburgh, PA",https://www.facebook.com/StJohnOrthodoxEastPitt,,Could not find good info on this site or anywhere else on the site.,,,412-824-0246,,,,,,,False,175,40.399919,-79.836427
185,False,"Prince of Peace, South Side",Church,"81 S. 13th St. Pittsburgh, PA",http://www.princeofpeacepittsburgh.org/,,ASH WEDNESDAY ONLY,,,,,,,,,,False,25,40.428951,-79.985145
186,True,The Pub Chip Shop,,"1830 E Carson St Pittsburgh, Pennsylvania",http://www.thepubchipshop.com/,,,http://www.thepubchipshop.com/food/,,412-381-2447,,True,True,True,True,True,True,143,40.428466,-79.979369
187,True,St. Joseph,Church,"17735 Bennetts Valley Highway, Force, PA",http://www.parishesonline.com/find/st-joseph-church-15841,,call to verify times and menu,,,814-787-4151,,,,,True,,True,58,41.257947,-78.501687
188,True,North Irwin VFC,Fire Department,"2nd St & Broadway Ave North Irwin, Pennsylvania 15642",,"Friday Mar 10 from 4:00 PM to 8:00 PM, Friday Mar 17 from 4:00 PM to 8:00 PM, Friday Apr 7 from 4:00 PM to 8:00 PM, Friday Apr 14 from 4:00 PM to 8:00 PM, Friday Mar 31 from 4:00 PM to 8:00 PM, Friday Mar 3 from 4:00 PM to 8:00 PM, Friday Mar 24 from 4:00 PM to 8:00 PM",,http://northirwinfire.com/news.html?view=1&id=72836,,724-863-9889,,,True,,False,,True,91,40.337252,-79.710202
189,True,Bulldog Pub,Restaurant,"1818 Morningside Ave. Pittsburgh, PA 15206",https://www.facebook.com/BulldogPubPGH/,"Friday Apr 14 from 12:00 PM to 8:00 PM, Friday Apr 7 from 12:00 PM to 8:00 PM, Friday Mar 17 from 12:00 PM to 8:00 PM, Friday Mar 10 from 12:00 PM to 8:00 PM, Friday Mar 3 from 12:00 PM to 8:00 PM, Friday Mar 31 from 12:00 PM to 8:00 PM, Friday Mar 24 from 12:00 PM to 8:00 PM",,,,412-404-2775,,,True,True,True,,True,171,40.486705,-79.92653
190,True, Economy Volunteer Fire Department 1 Station 69,Fire Department,"3308 Conway Wallrose Rd, Economy, PA 15042",https://u.nya.is/wwqytt.jpg,"Friday Mar 10 from 4:00 PM to 7:00 PM, Friday Mar 3 from 4:00 PM to 7:00 PM, Friday Mar 17 from 4:00 PM to 7:00 PM, Friday Mar 31 from 4:00 PM to 7:00 PM, Friday Mar 24 from 4:00 PM to 7:00 PM, Friday Apr 14 from 4:00 PM to 7:00 PM, Friday Apr 7 from 4:00 PM to 7:00 PM","Every Friday during Lent, 4-7pm. For takeout, please call ahead: 724-266-3714 or 724-266-1116.","Fish, Crab Cakes, Fried Shrimp, Chicken, Coleslaw, Mac n Cheese, French Fries. See website for menu.",Handicap accessible: Please let parking lot attendants know and they will park you in the handicap location.,724-266-3714 or 724-266-1116,,False,True,True,False,True,True,297,40.632601,-80.160665
191,True,SS John and Paul,Church,"2586 Wexford Bayne Rd, Franklin Park",www.stsjohnandpaul.org,"Friday Mar 17 from 4:00 PM to 7:30 PM, Friday Mar 10 from 4:00 PM to 7:30 PM, Friday Mar 24 from 4:00 PM to 7:30 PM, Friday Mar 3 from 4:00 PM to 7:30 PM, Friday Apr 7 from 4:00 PM to 7:30 PM, Wednesday Mar 1 from 4:00 PM to 7:30 PM, Friday Mar 31 from 4:00 PM to 7:30 PM",,See Website,,,fishfry@stsjohnandpaul.org,,,,,,True,264,40.608199,-80.105147
192,False,Sciullo's 910 Deli and Catering,,"4358 Gibsonia Road, Gibsonia, PA",,,,,,,,,,,,,False,72,40.621799,-79.920841
193,True,Rennerdale VFD,Fire Department,"30 Suburban Ave., Rennerdale, PA 15106",http://www.rennerdalevfd.com,"Friday Mar 24 from 4:30 PM to 7:00 PM, Friday Apr 7 from 4:30 PM to 7:00 PM, Friday Mar 10 from 4:30 PM to 7:00 PM, Friday Mar 3 from 4:30 PM to 7:00 PM, Friday Mar 17 from 4:30 PM to 7:00 PM, Friday Mar 31 from 4:30 PM to 7:00 PM","Every fridays from March 3-April 7, 4:30-7pm. Takeout Orders: 412-276-9652. See website for complete menu.","Hand-breaded Fish, Baked Fish, Shrimp, Kids Chicken, plus Sides. ",,412-276-9652,,False,True,False,False,,True,65,40.397699,-80.142647
194,True,St. Mary (Herman),Church,"821 Herman Road, Butler, PA 16002",https://www.facebook.com/St.MarysHermanFishFries/,,,$10 dinners,,,,,,,,,True,298,40.830089,-79.81627
195,True,Piper's Pub,Restaurant,"1828 E Carson St., Pittsburgh, PA 15203",http://www.piperspub.com/,,,,,412-381-3977,,,True,True,True,True,True,305,40.428427,-79.979431
196,True,"St. Winifred, Mount Lebanon",Church,"550 Sleepy Hollow Road Pittsburgh, PA",http://www.stwinifred.org/,"Friday Mar 31 from 4:00 PM to 7:00 PM, Friday Mar 3 from 4:00 PM to 7:00 PM, Friday Apr 14 from 3:00 PM to 7:00 PM, Friday Apr 7 from 4:00 PM to 7:00 PM, Friday Mar 10 from 4:00 PM to 7:00 PM, Friday Mar 17 from 4:00 PM to 7:00 PM, Friday Mar 24 from 4:00 PM to 7:00 PM",,"Fried and baked fish, crab cakes and shrimp dinners, $9, and includes cole slaw, french fries or macaroni and cheese, roll, dessert and beverage. A la carte menu includes pizza, clam chowder, macaroni and cheese, french fries, onion rings, haluski, cole slaw, salad, applesauce, buttered noodles, crab cakes, breaded shrimp and stewed tomatoes. ",Benedict Hall,412-563-1415,,,True,,False,,True,52,40.375395,-80.023619
197,True,Chippewa VFD,Fire Department,"2568 Darlington Rd, Beaver Falls, PA 15010",https://www.facebook.com/Chippewa-Township-Volunteer-Fire-Department-Beaver-Falls-PA-348825468612/,"Friday Apr 14 from 11:00 AM to 7:00 PM, Friday Apr 7 from 11:00 AM to 7:00 PM, Friday Mar 31 from 11:00 AM to 7:00 PM, Friday Mar 17 from 11:00 AM to 7:00 PM, Friday Mar 10 from 11:00 AM to 7:00 PM, Friday Mar 3 from 11:00 AM to 7:00 PM, Friday Mar 24 from 11:00 AM to 7:00 PM",All you can eat fish dinner (for eat in only). ," Dinner includes a large piece of haddock, coleslaw, your choice of pierogies, fries or mac &Cheese and a drink for $11.00. Also available are chicken tenders and children's portions.",,724-847-0391,,,True,,True,,True,112,40.773576,-80.376624
198,True,Norvelt VFD,,"2325 Mount Pleasant Rd Mount Pleasant, Pennsylvania",,"Friday Apr 7 from 3:00 PM to 7:00 PM, Friday Mar 24 from 3:00 PM to 7:00 PM, Friday Mar 10 from 3:00 PM to 7:00 PM, Friday Mar 3 from 3:00 PM to 7:00 PM, Friday Mar 17 from 3:00 PM to 7:00 PM, Friday Apr 14 from 11:00 AM to 11:00 PM, Friday Mar 31 from 3:00 PM to 7:00 PM",,https://www.facebook.com/187103461330962/photos/a.247929761914998.54354.187103461330962/1384367308271232/?type=3&theater,,724-423-8558,,,True,,,,True,113,40.208478,-79.497146
199,True,Coraopolis Elks Lodge #1090,Community Organization,"1150 Stoops Ferry Road, Coraopolis PA 15108",,Friday Mar 3 from 12:00 AM to 11:00 PM,Fish Frys on Fridays during Lent. Call for more information.,,,412-264-0846,elks@elks1090.com,,,,,,True,308,40.541482,-80.213421
200,True,"Our Lady of Mount Carmel, Scheffner Hall",Church,"1553 East Grandview Blvd. Erie, PA",,,,"Fried fish and/or cheese pierogi. Adult $10, Child $5. Includes choice of French Fries, potato salad, or mac and cheese, coleslaw or green beans and ice cream dessert. Takeout 50 cents extra.",,814-825-7313,,,True,,,,True,265,42.114623,-80.010836
201,True,Our Lady of the Lake,Church,"128 Sunset Drive, Edinboro PA",,,"March 3, 17, 24, 31, and April 7","baked or fried fish. adult $10, child donation $5. includes baked potato or mac and cheese, coleslaw, green beans, bread, refreshments, and dessert. Tickets and takeout at the door.",,,,,,,,,True,266,41.874356,-80.136584
202,True,Spitfirez,Restaurant,"316 Airbrake Avenue, Wilmerding, PA",http://www.spitfirez.com/,,Starts March 1st as part of the regular menu,1/2 pound Haddock sandwich and platter with fryz and slaw.,,412-824-3922,,,,False,True,,True,80,40.39542,-79.806066
203,True,"SS Peter and Paul Byzantine, Social Hall",Church,"3415 Wallace St. Erie, PA",,,"March 3, 17, 31   4:30-7","Baked fish and/or pierogi. Adult $10, child 6-12 $5, child under 6 free. Includes choice of baked cod, potato and cheese pierogi or combo. Nut roll bake sale!",,814-825-8140,,,True,,False,,True,268,42.108712,-80.057359
204,False,Labriola's Italian Market,,"4039 Monroeville Blvd Monroeville, Pa 15146",,,,,,,,,,,,,False,109,40.435608,-79.768917
205,True,"St. Malachy, Kennedy Township",Church,"343 Forest Grove Road Kennedy Township, PA",www.stmalachypgh.org,"Friday Mar 17 from 12:00 PM to 7:00 PM, Wednesday Mar 1 from 12:00 PM to 7:00 PM, Friday Apr 7 from 12:00 PM to 7:00 PM, Friday Mar 3 from 12:00 PM to 7:00 PM, Friday Mar 10 from 12:00 PM to 7:00 PM, Friday Mar 31 from 12:00 PM to 7:00 PM, Friday Mar 24 from 12:00 PM to 7:00 PM, Friday Apr 14 from 12:00 PM to 7:00 PM","Good Friday has limited menu, limited hours. For takeout call 412-771-5483.","Menu includes one-pound fish sandwich, baked fish, tuna salad sandwich, crab cake sandwich, shrimp, pierogies, macaroni and cheese, cabbage and noodles, cole slaw and french fries.",In School Cafeteria,412-771-0848,,,True,False,True,,True,38,40.47763,-80.10313
206,True,St Margaret,Church,310 Mansfield Ave,www.stmargparish.org,"Friday Mar 24 from 4:00 PM to 7:00 PM, Friday Mar 10 from 4:00 PM to 7:00 PM, Friday Apr 7 from 4:00 PM to 7:00 PM, Friday Mar 3 from 4:00 PM to 7:00 PM, Friday Mar 31 from 4:00 PM to 7:00 PM, Friday Mar 17 from 4:00 PM to 7:00 PM","For takeout, call 412-922-7279.","Sandwich menu includes fried and baked fish, crab cake and fish parmesan. Dinner menu includes crab cakes, fried and baked fish, shrimp in a basket. Family special is $30, and includes four fish sandwiches, french fries and cole slaw. A la carte items include hand-cut french fries, baked potato, macaroni and cheese, pizza boat, pasta of the week, cole slaw and vegetable. ",School Cafeteria,412-922-4765,,False,True,False,False,,True,270,40.422528,-80.047023
